Product_Page,Product_Handle,Product_Title_HE,Product_ID,Product_Available,Price_Max,Price_Min,Published_At,Tags,Variant_Title,Variant_Available,Variant_Qty,Variant_Price,Variant_Currency,Published_Date,Published_Time,Tags_List
https://agilite.co.il/products/mitznefet-multicam,mitznefet-multicam,מצנפת אג'ילייט מנומרת,8018937970973,True,209.0,209.0,2022-11-27 13:42:43+02:00,"everything, helmet covers, OTHER HELMET COVERS, SaleIL",Default Title,True,243,209.0,ILS,2022-11-27,13:42:43,"['everything', 'helmet covers', 'OTHER HELMET COVERS', 'SaleIL']"
https://agilite.co.il/products/agilite-molle-placard,agilite-molle-placard,מתאם מודולרי לחיבור סקוטש,8480933970205,True,170.0,170.0,2023-07-26 17:40:33+03:00,SaleIL,ירוק ריינג'ר,True,76,170.0,ILS,2023-07-26,17:40:33,['SaleIL']
https://agilite.co.il/products/agilite-molle-placard,agilite-molle-placard,מתאם מודולרי לחיבור סקוטש,8480933970205,True,170.0,170.0,2023-07-26 17:40:33+03:00,SaleIL,מולטיקם,False,0,170.0,ILS,2023-07-26,17:40:33,['SaleIL']
https://agilite.co.il/products/agilite-molle-placard,agilite-molle-placard,מתאם מודולרי לחיבור סקוטש,8480933970205,True,170.0,170.0,2023-07-26 17:40:33+03:00,SaleIL,שחור,False,0,170.0,ILS,2023-07-26,17:40:33,['SaleIL']
https://agilite.co.il/products/agilite-sapi-hydration-bladder,agilite-sapi-hydration-bladder,אג'ילייט SAPI שלוקר,8791581917469,True,213.1,213.1,2023-10-17 13:19:56+03:00,SaleIL,Default Title,True,167,213.1,ILS,2023-10-17,13:19:56,['SaleIL']
https://agilite.co.il/products/scorpion-logo-hat,scorpion-logo-hat,כובע לוגו עקרב,8440988336413,False,139.9,139.9,2023-07-11 14:36:12+03:00,SaleIL,ירוק זית,False,0,139.9,ILS,2023-07-11,14:36:12,['SaleIL']
https://agilite.co.il/products/scorpion-logo-hat,scorpion-logo-hat,כובע לוגו עקרב,8440988336413,False,139.9,139.9,2023-07-11 14:36:12+03:00,SaleIL,אפור,False,-1,139.9,ILS,2023-07-11,14:36:12,['SaleIL']
https://agilite.co.il/products/scorpion-logo-hat,scorpion-logo-hat,כובע לוגו עקרב,8440988336413,False,139.9,139.9,2023-07-11 14:36:12+03:00,SaleIL,שחור,False,0,139.9,ILS,2023-07-11,14:36:12,['SaleIL']
https://agilite.co.il/products/tourniquet-holder,tourniquet-holder,"טקטי CAT/מנשא ח""ע",8031638552861,True,76.0,76.0,2022-12-08 12:15:35+02:00,SaleIL,ירוק ריינג'ר,True,164,76.0,ILS,2022-12-08,12:15:35,['SaleIL']
https://agilite.co.il/products/tourniquet-holder,tourniquet-holder,"טקטי CAT/מנשא ח""ע",8031638552861,True,76.0,76.0,2022-12-08 12:15:35+02:00,SaleIL,מולטיקם,False,0,76.0,ILS,2022-12-08,12:15:35,['SaleIL']
https://agilite.co.il/products/tourniquet-holder,tourniquet-holder,"טקטי CAT/מנשא ח""ע",8031638552861,True,76.0,76.0,2022-12-08 12:15:35+02:00,SaleIL,שחור,False,0,76.0,ILS,2022-12-08,12:15:35,['SaleIL']
https://agilite.co.il/products/agilite-multicam-trucker-hat,agilite-multicam-trucker-hat,כובע רשת עקרב,8625010934045,False,149.9,149.9,2023-09-10 11:04:42+03:00,SaleIL,מולטיקם,False,-5,149.9,ILS,2023-09-10,11:04:42,['SaleIL']
https://agilite.co.il/products/agilite-multicam-trucker-hat,agilite-multicam-trucker-hat,כובע רשת עקרב,8625010934045,False,149.9,149.9,2023-09-10 11:04:42+03:00,SaleIL,מולטיקם שחור,False,-1,149.9,ILS,2023-09-10,11:04:42,['SaleIL']
https://agilite.co.il/products/%D7%9E%D7%AA%D7%9C%D7%94-%D7%9B%D7%A4%D7%A4%D7%95%D7%AA-%D7%98%D7%A7%D7%98%D7%99,מתלה-כפפות-טקטי,מתלה כפפות טקטי ,9778618794269,False,0.0,0.0,2025-03-09 13:03:48+02:00,hidden,ירוק ריינג'ר,False,0,0.0,ILS,2025-03-09,13:03:48,['hidden']
https://agilite.co.il/products/%D7%9E%D7%AA%D7%9C%D7%94-%D7%9B%D7%A4%D7%A4%D7%95%D7%AA-%D7%98%D7%A7%D7%98%D7%99,מתלה-כפפות-טקטי,מתלה כפפות טקטי ,9778618794269,False,0.0,0.0,2025-03-09 13:03:48+02:00,hidden,שחור,False,-2,0.0,ILS,2025-03-09,13:03:48,['hidden']
https://agilite.co.il/products/amap-iii-assault-pack,amap-iii-assault-pack,AMAP III™ - תיק תקיפה,8018942034205,True,745.0,679.0,2022-11-27 13:50:04+02:00,"Combat Gear, everything, Plate Carriers \u0026 Packs, SaleIL",ירוק ריינג'ר,True,98,695.0,ILS,2022-11-27,13:50:04,"['Combat Gear', 'everything', 'Plate Carriers \\u0026 Packs', 'SaleIL']"
https://agilite.co.il/products/amap-iii-assault-pack,amap-iii-assault-pack,AMAP III™ - תיק תקיפה,8018942034205,True,745.0,679.0,2022-11-27 13:50:04+02:00,"Combat Gear, everything, Plate Carriers \u0026 Packs, SaleIL",מולטיקם,False,0,679.0,ILS,2022-11-27,13:50:04,"['Combat Gear', 'everything', 'Plate Carriers \\u0026 Packs', 'SaleIL']"
https://agilite.co.il/products/amap-iii-assault-pack,amap-iii-assault-pack,AMAP III™ - תיק תקיפה,8018942034205,True,745.0,679.0,2022-11-27 13:50:04+02:00,"Combat Gear, everything, Plate Carriers \u0026 Packs, SaleIL",מולטיקם שחור,False,0,745.0,ILS,2022-11-27,13:50:04,"['Combat Gear', 'everything', 'Plate Carriers \\u0026 Packs', 'SaleIL']"
